Charging Station ID,station_id,Charging Station Location,Charger Type,State,lat,lon
Station_254,Los Angeles_254,Los Angeles,Level 2,CA,34.31801108057413,-118.16021806739249
Station_304,San Francisco_304,San Francisco,Level 2,CA,37.78067379011639,-122.47687823584526
Station_380,New York_380,New York,Level 2,NY,40.692315353998204,-73.88560940123413
Station_130,San Francisco_130,San Francisco,Level 2,CA,37.77023955503334,-122.41843444488734
Station_84,San Francisco_84,San Francisco,DC Fast Charger,CA,37.75900709626292,-122.50540121499299
Station_276,Houston_276,Houston,Level 2,TX,29.70877663377679,-95.53335328506792
Station_187,Los Angeles_187,Los Angeles,Level 1,CA,34.13558678118877,-118.23255612185582
Station_46,Chicago_46,Chicago,Level 2,NY,41.77521950206737,-87.64865705692695
Station_387,Chicago_387,Chicago,Level 1,NY,41.758169296098195,-87.54301871338345
Station_183,Houston_183,Houston,Level 2,TX,29.616661142043824,-95.2429165996076
Station_268,Chicago_268,Chicago,Level 1,NY,41.973562074242565,-87.70895942423185
Station_296,San Francisco_296,San Francisco,Level 2,CA,37.75457910903221,-122.46967725485277
Station_322,Houston_322,Houston,DC Fast Charger,TX,29.693964271765598,-95.02385221855315
Station_100,New York_100,New York,Level 1,NY,40.66379527451032,-73.96638821112583
Station_78,Los Angeles_78,Los Angeles,Level 1,CA,34.34227748960814,-118.3345932028936
Station_272,Los Angeles_272,Los Angeles,Level 2,CA,34.05268583633218,-118.45924373889234
Station_339,Los Angeles_339,Los Angeles,Level 1,CA,34.19168805013612,-118.35104154150605
Station_162,San Francisco_162,San Francisco,Level 2,CA,37.79119886432732,-122.48743068186396
Station_44,New York_44,New York,DC Fast Charger,NY,40.72616444480669,-73.72267307110178
Station_238,Houston_238,Houston,DC Fast Charger,TX,29.762869657043428,-95.24139997670225
Station_134,Houston_134,Houston,Level 2,TX,29.572855650017573,-95.02148254734264
Station_461,Los Angeles_461,Los Angeles,Level 2,CA,34.09576658360328,-118.5479582942129
Station_192,New York_192,New York,DC Fast Charger,NY,40.72746810589311,-74.2150065712439
Station_356,New York_356,New York,Level 1,NY,40.916670569939946,-73.73137137169435
Station_278,New York_278,New York,Level 1,NY,40.68842259449688,-74.20069497203716
Station_18,Chicago_18,Chicago,Level 1,NY,41.98117870124525,-87.73068228802298
Station_12,Chicago_12,Chicago,DC Fast Charger,NY,41.93380736365663,-87.7262737536708
Station_180,Los Angeles_180,Los Angeles,Level 2,CA,33.87772618286363,-118.24429078775589
Station_123,New York_123,New York,DC Fast Charger,NY,40.911505192019455,-74.12619876541567
Station_246,New York_246,New York,Level 1,NY,40.72704398305861,-74.04368425218418
Station_222,Houston_222,Houston,Level 2,TX,30.05312088995894,-95.39340728672569
Station_373,Houston_373,Houston,Level 2,TX,30.027595753087887,-95.10877845245713
Station_51,Los Angeles_51,Los Angeles,Level 1,CA,33.87956081183433,-118.26709684717841
Station_488,New York_488,New York,Level 2,NY,40.66842524212708,-73.71879344772732
Station_71,Los Angeles_71,Los Angeles,Level 1,CA,34.03002948927628,-118.25151976867535
Station_480,Houston_480,Houston,DC Fast Charger,TX,29.669703389969698,-95.56115532018258
Station_48,Houston_48,Houston,Level 2,TX,29.852162633448497,-95.00087813341653
Station_19,Chicago_19,Chicago,Level 1,NY,41.84075254212884,-87.87758992427922
Station_262,Los Angeles_262,Los Angeles,Level 1,CA,34.05007737550752,-118.49398678973657
Station_84,Los Angeles_84,Los Angeles,DC Fast Charger,CA,34.05874632109603,-118.39285066789108
Station_155,New York_155,New York,Level 2,NY,40.685798185252594,-74.08015136336486
Station_53,New York_53,New York,Level 2,NY,40.57112052069406,-73.85847592770386
Station_107,Chicago_107,Chicago,Level 2,NY,41.87443703321381,-87.84190377265568
Station_357,San Francisco_357,San Francisco,Level 2,CA,37.789364618187825,-122.40716353903599
Station_304,San Francisco_304,San Francisco,DC Fast Charger,CA,37.78067379011639,-122.47687823584526
Station_135,San Francisco_135,San Francisco,DC Fast Charger,CA,37.79736906830779,-122.45822739960144
Station_443,Los Angeles_443,Los Angeles,Level 2,CA,34.13139773916495,-118.25141874862813
Station_69,Los Angeles_69,Los Angeles,Level 1,CA,34.337531790128864,-118.41738238869563
Station_11,Houston_11,Houston,Level 2,TX,29.522211766807345,-95.39816707989362
Station_143,Los Angeles_143,Los Angeles,Level 2,CA,34.08361727905122,-118.22645284018527
Station_192,Los Angeles_192,Los Angeles,Level 1,CA,34.2682237431353,-118.44544383301695
Station_387,Los Angeles_387,Los Angeles,Level 2,CA,34.041868206424915,-118.43696668201814
Station_378,Chicago_378,Chicago,Level 1,NY,41.93620196930396,-87.76780897970653
Station_69,Los Angeles_69,Los Angeles,DC Fast Charger,CA,34.337531790128864,-118.41738238869563
Station_23,New York_23,New York,Level 1,NY,40.77155597036393,-74.17892688092478
Station_181,New York_181,New York,DC Fast Charger,NY,40.69188095842344,-73.69816985796122
Station_293,Houston_293,Houston,Level 2,TX,29.70313674043086,-95.2458363211305
Station_9,Chicago_9,Chicago,Level 1,NY,41.9064330275575,-87.58225857721271
Station_271,New York_271,New York,Level 1,NY,40.799048492845884,-73.82195293249274
Station_387,Chicago_387,Chicago,Level 2,NY,41.758169296098195,-87.54301871338345
Station_93,Chicago_93,Chicago,DC Fast Charger,NY,41.9976770371334,-87.92492237806817
Station_454,Houston_454,Houston,Level 1,TX,29.541052448308932,-95.29507118651628
Station_17,Chicago_17,Chicago,Level 1,NY,42.01758093049992,-87.52108111235839
Station_154,Los Angeles_154,Los Angeles,Level 2,CA,33.74614550590587,-118.34813749179224
Station_405,Chicago_405,Chicago,DC Fast Charger,NY,41.94617421036255,-87.75773198179229
Station_328,Houston_328,Houston,Level 2,TX,29.55906587582992,-95.29300173697537
Station_149,Houston_149,Houston,Level 1,TX,30.023547539564255,-95.44505715867064
Station_377,Houston_377,Houston,Level 2,TX,29.916400697675943,-95.07726075035961
Station_267,New York_267,New York,Level 2,NY,40.73334906662385,-73.80241351041025
Station_422,Los Angeles_422,Los Angeles,DC Fast Charger,CA,34.26604573911916,-118.35394771204592
Station_328,New York_328,New York,DC Fast Charger,NY,40.593556810498214,-73.73143088054611
Station_106,San Francisco_106,San Francisco,Level 2,CA,37.71717412641542,-122.4462160138632
Station_381,Chicago_381,Chicago,Level 2,NY,41.74413070915955,-87.83276278257316
Station_119,San Francisco_119,San Francisco,DC Fast Charger,CA,37.80814513083187,-122.41158225828815
Station_14,Los Angeles_14,Los Angeles,Level 1,CA,34.19777889479316,-118.40413709545773
Station_14,New York_14,New York,DC Fast Charger,NY,40.63859321851053,-73.92333269397541
Station_266,Houston_266,Houston,DC Fast Charger,TX,29.88336322141601,-95.46055284923128
Station_140,New York_140,New York,Level 1,NY,40.57934879950413,-74.14549513476982
Station_294,Los Angeles_294,Los Angeles,Level 1,CA,33.86256384586501,-118.23889499817727
Station_364,Los Angeles_364,Los Angeles,Level 2,CA,34.07174975002798,-118.3768459156089
Station_238,Chicago_238,Chicago,DC Fast Charger,NY,42.047003737887024,-87.81600308336903
Station_34,New York_34,New York,DC Fast Charger,NY,40.91051612836805,-73.88164440860209
Station_169,San Francisco_169,San Francisco,Level 2,CA,37.71163169770746,-122.45103181081498
Station_10,Houston_10,Houston,DC Fast Charger,TX,29.664688228106936,-95.34725678643544
Station_122,Chicago_122,Chicago,DC Fast Charger,NY,41.92117779202094,-87.62723908671056
Station_401,San Francisco_401,San Francisco,Level 1,CA,37.729903793559195,-122.38426618442374
Station_145,New York_145,New York,Level 1,NY,40.70359273320527,-73.7365483783727
Station_451,Los Angeles_451,Los Angeles,Level 2,CA,33.88602619844848,-118.26258133905112
Station_446,Houston_446,Houston,DC Fast Charger,TX,29.86423899889856,-95.51814323533175
Station_223,New York_223,New York,Level 2,NY,40.72226545568294,-74.18835930370547
Station_371,Chicago_371,Chicago,Level 1,NY,41.90101332998241,-87.67922571148527
Station_257,Chicago_257,Chicago,DC Fast Charger,NY,41.91788342803557,-87.6372100817983
Station_268,Los Angeles_268,Los Angeles,DC Fast Charger,CA,34.12846800120589,-118.24244807034911
Station_359,Los Angeles_359,Los Angeles,Level 2,CA,34.10836126739649,-118.20926411092279
Station_4,Houston_4,Houston,DC Fast Charger,TX,29.887804365334315,-95.55285369283789
Station_426,Houston_426,Houston,DC Fast Charger,TX,29.764493914097688,-95.33634095570528
Station_397,Los Angeles_397,Los Angeles,Level 1,CA,34.176033849160504,-118.62403197836943
Station_354,Los Angeles_354,Los Angeles,Level 2,CA,33.891821793558954,-118.28878475888143
Station_106,Chicago_106,Chicago,Level 1,NY,41.71201242888217,-87.88449288494635
Station_85,Los Angeles_85,Los Angeles,Level 2,CA,34.050615043339874,-118.17454031358221
Station_214,San Francisco_214,San Francisco,Level 1,CA,37.79965671434809,-122.47888478646988
Station_121,New York_121,New York,Level 2,NY,40.844616619393236,-73.98570978037449
Station_132,Los Angeles_132,Los Angeles,DC Fast Charger,CA,34.22421752096595,-118.2892547311343
Station_338,Houston_338,Houston,DC Fast Charger,TX,30.069767039629596,-95.64051145410997
Station_197,San Francisco_197,San Francisco,Level 2,CA,37.74064583045623,-122.50157284680803
Station_19,Houston_19,Houston,Level 2,TX,30.07773597572133,-95.6873943879953
Station_12,Los Angeles_12,Los Angeles,Level 2,CA,34.32822513615079,-118.2313282955816
Station_81,New York_81,New York,DC Fast Charger,NY,40.80141318619248,-73.69183407675868
Station_330,Houston_330,Houston,Level 2,TX,30.080361848380022,-95.15632988478355
Station_354,San Francisco_354,San Francisco,DC Fast Charger,CA,37.74389300592867,-122.39349088502577
Station_262,Chicago_262,Chicago,DC Fast Charger,NY,41.64570664859137,-87.71463963052699
Station_392,Los Angeles_392,Los Angeles,Level 2,CA,33.99561091802702,-118.32685752524438
Station_125,New York_125,New York,DC Fast Charger,NY,40.77910654286094,-73.92510954592522
Station_307,Los Angeles_307,Los Angeles,Level 2,CA,34.234571245797405,-118.19045113519242
Station_267,Chicago_267,Chicago,DC Fast Charger,NY,41.684421901901686,-87.84179480107113
Station_441,Chicago_441,Chicago,Level 2,NY,41.650260106355056,-87.56862136500976
Station_383,Los Angeles_383,Los Angeles,Level 1,CA,34.064914798462425,-118.20321948654099
Station_140,San Francisco_140,San Francisco,Level 1,CA,37.73626282094351,-122.45467266307273
Station_329,Los Angeles_329,Los Angeles,Level 2,CA,33.790855058129694,-118.1874066182302
Station_2,Los Angeles_2,Los Angeles,Level 1,CA,33.763174799104185,-118.21749775265046
Station_8,Los Angeles_8,Los Angeles,DC Fast Charger,CA,34.135816042252614,-118.29099853802317
Station_250,Houston_250,Houston,Level 2,TX,30.06758445146766,-95.46469859726822
Station_139,Chicago_139,Chicago,Level 2,NY,41.94433029605378,-87.87510038098786
Station_124,Chicago_124,Chicago,Level 2,NY,41.81010265624909,-87.89841091342157
Station_309,Chicago_309,Chicago,Level 1,NY,41.84063228549374,-87.76859132800696
Station_228,Houston_228,Houston,Level 1,TX,30.070912915228636,-95.77382697051596
Station_10,San Francisco_10,San Francisco,DC Fast Charger,CA,37.74446359504813,-122.44905870623029
Station_469,Los Angeles_469,Los Angeles,Level 1,CA,34.31786086040343,-118.23372040141396
Station_212,San Francisco_212,San Francisco,Level 1,CA,37.70888986043068,-122.41928868688768
Station_112,Houston_112,Houston,DC Fast Charger,TX,29.55961277476368,-95.25145578761497
Station_8,Chicago_8,Chicago,Level 2,NY,41.86323100320768,-87.52930613763013
Station_477,New York_477,New York,DC Fast Charger,NY,40.571617681729265,-74.19792576573852
Station_362,New York_362,New York,Level 1,NY,40.85465427103939,-74.0017167525434
Station_460,San Francisco_460,San Francisco,DC Fast Charger,CA,37.77953224856744,-122.41732728524268
Station_253,Chicago_253,Chicago,DC Fast Charger,NY,41.953421812583734,-87.68534658647795
Station_14,New York_14,New York,Level 2,NY,40.63859321851053,-73.92333269397541
Station_240,San Francisco_240,San Francisco,Level 1,CA,37.771657515142344,-122.51658280724217
Station_438,Houston_438,Houston,Level 2,TX,29.97207675427277,-95.60514488226877
Station_242,San Francisco_242,San Francisco,Level 2,CA,37.71511086623697,-122.42966752385472
Station_469,San Francisco_469,San Francisco,DC Fast Charger,CA,37.708233218338925,-122.39757481985782
Station_342,San Francisco_342,San Francisco,Level 2,CA,37.7248588844416,-122.485447783693
Station_149,Los Angeles_149,Los Angeles,Level 2,CA,34.2653020274002,-118.50243462774957
Station_236,San Francisco_236,San Francisco,Level 2,CA,37.71770650159298,-122.37591503429891
Station_306,San Francisco_306,San Francisco,Level 1,CA,37.71736255763847,-122.49920125896905
Station_478,Los Angeles_478,Los Angeles,Level 1,CA,34.12968746768826,-118.65685212360904
Station_167,Los Angeles_167,Los Angeles,Level 2,CA,33.70965921269996,-118.26710782124027
Station_20,Houston_20,Houston,DC Fast Charger,TX,29.642758963654277,-95.54098283043038
Station_343,New York_343,New York,Level 2,NY,40.56492586660466,-74.2390845794619
Station_135,New York_135,New York,Level 1,NY,40.808938764490286,-73.95960953930727
Station_393,San Francisco_393,San Francisco,DC Fast Charger,CA,37.78947983300408,-122.44380064553228
Station_129,Houston_129,Houston,DC Fast Charger,TX,29.966810223588524,-95.38940963391265
Station_410,San Francisco_410,San Francisco,Level 1,CA,37.71308648120046,-122.43938580963426
Station_422,New York_422,New York,Level 1,NY,40.89652872647715,-74.24441462822948
Station_294,Los Angeles_294,Los Angeles,DC Fast Charger,CA,33.86256384586501,-118.23889499817727
Station_246,Chicago_246,Chicago,Level 2,NY,41.96112306835195,-87.57586801874086
Station_189,Houston_189,Houston,DC Fast Charger,TX,29.81287072882785,-95.43356598232185
Station_44,Los Angeles_44,Los Angeles,Level 1,CA,33.99492040911399,-118.18355387696424
Station_86,Chicago_86,Chicago,Level 1,NY,42.03525073508003,-87.9144533288523
Station_44,Houston_44,Houston,Level 1,TX,29.78738914659902,-95.47870619638995
Station_330,Houston_330,Houston,Level 1,TX,30.080361848380022,-95.15632988478355
Station_375,New York_375,New York,Level 2,NY,40.785021923306765,-73.98074137605491
Station_446,Los Angeles_446,Los Angeles,DC Fast Charger,CA,34.2913055389249,-118.63251973495912
Station_378,Houston_378,Houston,Level 1,TX,29.78516942685924,-95.36015712520404
Station_390,Houston_390,Houston,Level 1,TX,29.548474286446474,-95.31336206109324
Station_145,Chicago_145,Chicago,Level 1,NY,41.66692971566125,-87.82449328018566
Station_51,New York_51,New York,DC Fast Charger,NY,40.76222299144944,-73.94646970391148
Station_242,San Francisco_242,San Francisco,Level 1,CA,37.71511086623697,-122.42966752385472
Station_294,New York_294,New York,DC Fast Charger,NY,40.62982974062703,-73.68316962404207
Station_408,San Francisco_408,San Francisco,Level 2,CA,37.76366682049176,-122.44740553318792
Station_266,Los Angeles_266,Los Angeles,Level 2,CA,34.093527414497956,-118.61941898454369
Station_200,Los Angeles_200,Los Angeles,Level 2,CA,34.18485803386385,-118.50129643843007
Station_405,Houston_405,Houston,Level 1,TX,29.92106765112764,-95.11776581016353
Station_248,New York_248,New York,Level 2,NY,40.76989416589896,-73.81631198923822
Station_70,Los Angeles_70,Los Angeles,Level 2,CA,34.16854594582744,-118.56033823617298
Station_341,New York_341,New York,Level 2,NY,40.57562587107243,-74.25558902124116
Station_57,New York_57,New York,Level 2,NY,40.684168613865076,-74.13518879112489
Station_382,Los Angeles_382,Los Angeles,Level 2,CA,34.15694191276092,-118.43844402353241
Station_39,New York_39,New York,DC Fast Charger,NY,40.635740596099126,-74.00243564728461
Station_472,Los Angeles_472,Los Angeles,DC Fast Charger,CA,34.28682360472618,-118.3560873928648
Station_289,Los Angeles_289,Los Angeles,Level 1,CA,33.977396604069625,-118.33079498983923
Station_443,Los Angeles_443,Los Angeles,DC Fast Charger,CA,34.13139773916495,-118.25141874862813
Station_18,San Francisco_18,San Francisco,DC Fast Charger,CA,37.74491612281226,-122.495577772037
Station_440,New York_440,New York,Level 1,NY,40.886883565365785,-74.23039134819938
Station_220,Chicago_220,Chicago,DC Fast Charger,NY,41.981026474274685,-87.90084335728446
Station_313,Los Angeles_313,Los Angeles,Level 1,CA,34.18226755059566,-118.32797946273917
Station_244,New York_244,New York,Level 1,NY,40.83906079266928,-73.94174126598695
Station_352,Houston_352,Houston,DC Fast Charger,TX,29.898542610946766,-95.53583997116593
Station_460,Los Angeles_460,Los Angeles,Level 2,CA,34.081202303780664,-118.38359092886404
Station_304,Los Angeles_304,Los Angeles,Level 1,CA,33.92983875176195,-118.33067633479851
Station_298,Chicago_298,Chicago,Level 2,NY,41.7087935487808,-87.68495605256581
Station_283,San Francisco_283,San Francisco,Level 1,CA,37.77204921094696,-122.46373661028909
Station_110,Los Angeles_110,Los Angeles,Level 2,CA,34.075647036953406,-118.56150320910727
Station_32,Houston_32,Houston,Level 2,TX,29.894041781792893,-95.62060410471395
Station_234,New York_234,New York,DC Fast Charger,NY,40.6480512517646,-73.82006267715727
Station_282,Los Angeles_282,Los Angeles,DC Fast Charger,CA,34.07316500281545,-118.2583171007123
Station_25,Houston_25,Houston,Level 2,TX,30.007093096797018,-95.02036271829944
Station_331,San Francisco_331,San Francisco,Level 1,CA,37.79821122314488,-122.42182827511432
Station_279,New York_279,New York,Level 1,NY,40.76636064044683,-74.25451023944238
Station_226,Chicago_226,Chicago,DC Fast Charger,NY,42.02092455930792,-87.59162646821694
Station_57,Los Angeles_57,Los Angeles,Level 1,CA,34.15675420236264,-118.51241780869674
Station_180,New York_180,New York,Level 2,NY,40.72898037906442,-73.84613911757518
Station_232,Houston_232,Houston,Level 2,TX,29.703894794066354,-95.79511536847707
Station_343,San Francisco_343,San Francisco,DC Fast Charger,CA,37.80438352478437,-122.42938862483818
Station_477,Los Angeles_477,Los Angeles,Level 2,CA,34.111561808226085,-118.65436487982574
Station_287,Los Angeles_287,Los Angeles,Level 2,CA,34.18497264530371,-118.56028223118291
Station_64,San Francisco_64,San Francisco,DC Fast Charger,CA,37.75037989925174,-122.4654566429169
Station_455,San Francisco_455,San Francisco,DC Fast Charger,CA,37.74440637109724,-122.40454464516117
Station_232,Los Angeles_232,Los Angeles,Level 2,CA,34.20494315297838,-118.38052728612665
Station_289,San Francisco_289,San Francisco,DC Fast Charger,CA,37.71888918765286,-122.42114589089184
Station_213,New York_213,New York,Level 1,NY,40.77980654556364,-74.10945932230773
Station_258,San Francisco_258,San Francisco,Level 2,CA,37.77943264313699,-122.44229412721744
Station_18,San Francisco_18,San Francisco,Level 2,CA,37.74491612281226,-122.495577772037
Station_175,Los Angeles_175,Los Angeles,DC Fast Charger,CA,34.19071304338444,-118.6119530708638
Station_417,New York_417,New York,DC Fast Charger,NY,40.62414161508972,-73.87036510075826
Station_229,Chicago_229,Chicago,Level 2,NY,41.816264589693134,-87.82103648256621
Station_84,Houston_84,Houston,Level 1,TX,29.90709175285608,-95.4106937973086
Station_291,San Francisco_291,San Francisco,DC Fast Charger,CA,37.780055907048364,-122.51273322198328
Station_435,San Francisco_435,San Francisco,Level 2,CA,37.747431607530515,-122.42410800688889
Station_370,New York_370,New York,DC Fast Charger,NY,40.580830611064734,-74.18903146489818
Station_402,Houston_402,Houston,Level 1,TX,30.098522563897067,-95.39237896505882
Station_110,New York_110,New York,Level 2,NY,40.59987338672923,-74.07640780999667
Station_254,San Francisco_254,San Francisco,Level 1,CA,37.70092758878832,-122.40047774025123
Station_88,Chicago_88,Chicago,Level 1,NY,41.712034868769095,-87.7803128727996
Station_72,Houston_72,Houston,Level 1,TX,29.9222027580296,-95.39979012275502
Station_381,Los Angeles_381,Los Angeles,Level 1,CA,34.24168023157292,-118.25883790485095
Station_30,Chicago_30,Chicago,Level 1,NY,41.66955095360279,-87.57805896795051
Station_172,Houston_172,Houston,DC Fast Charger,TX,29.525381356937675,-95.78500677073148
Station_309,New York_309,New York,Level 1,NY,40.737576439116836,-73.93169418827736
Station_394,Los Angeles_394,Los Angeles,DC Fast Charger,CA,34.16117432501981,-118.45697608047982
Station_343,Houston_343,Houston,DC Fast Charger,TX,29.56910402359828,-95.7833147527802
Station_194,San Francisco_194,San Francisco,Level 1,CA,37.73897218153346,-122.39178845531033
Station_186,Los Angeles_186,Los Angeles,DC Fast Charger,CA,34.101781421147756,-118.24566678433342
Station_218,Houston_218,Houston,Level 2,TX,30.051861851044833,-95.72949609496169
Station_164,San Francisco_164,San Francisco,DC Fast Charger,CA,37.801338123177764,-122.48106936402836
Station_161,Chicago_161,Chicago,Level 2,NY,41.88143722820419,-87.71993573193973
Station_431,Los Angeles_431,Los Angeles,DC Fast Charger,CA,33.77411731589506,-118.40992444821528
Station_13,New York_13,New York,Level 2,NY,40.879546774579424,-74.0638685933713
Station_296,San Francisco_296,San Francisco,Level 1,CA,37.75457910903221,-122.46967725485277
Station_89,Los Angeles_89,Los Angeles,Level 1,CA,34.17279641868804,-118.25233621322232
Station_324,New York_324,New York,Level 1,NY,40.84046591247251,-74.13060137912143
Station_42,San Francisco_42,San Francisco,DC Fast Charger,CA,37.71757330619332,-122.48843651154816
Station_403,Los Angeles_403,Los Angeles,Level 1,CA,34.09155934042756,-118.28229019927109
Station_210,Los Angeles_210,Los Angeles,Level 1,CA,34.126080856837184,-118.57965547423692
Station_229,San Francisco_229,San Francisco,Level 2,CA,37.79274177070971,-122.44094127599722
Station_350,Los Angeles_350,Los Angeles,Level 2,CA,34.19038978641054,-118.28246265370005
Station_275,Houston_275,Houston,Level 2,TX,29.948755391173172,-95.70837370289688
Station_442,San Francisco_442,San Francisco,Level 1,CA,37.788947709001754,-122.43173113261977
Station_251,New York_251,New York,Level 2,NY,40.68302926050788,-73.72474898755247
Station_310,New York_310,New York,Level 1,NY,40.700088474144984,-73.82268285444535
Station_321,San Francisco_321,San Francisco,DC Fast Charger,CA,37.767739014008335,-122.4183522689503
Station_140,Los Angeles_140,Los Angeles,Level 2,CA,34.105939156637234,-118.22923409383597
Station_280,Los Angeles_280,Los Angeles,DC Fast Charger,CA,34.10769131448485,-118.59301172528953
Station_34,New York_34,New York,Level 2,NY,40.91051612836805,-73.88164440860209
Station_309,Houston_309,Houston,Level 2,TX,29.540971755097452,-95.44623354893098
Station_392,New York_392,New York,DC Fast Charger,NY,40.62021278710978,-74.10794253618316
Station_18,New York_18,New York,Level 1,NY,40.62347537576071,-74.00337082041659
Station_57,Houston_57,Houston,DC Fast Charger,TX,29.534134030500372,-95.13464269466951
Station_112,San Francisco_112,San Francisco,Level 1,CA,37.70920772014082,-122.38171999457197
Station_5,Los Angeles_5,Los Angeles,Level 2,CA,34.25594069144646,-118.35634572190806
Station_414,Chicago_414,Chicago,Level 1,NY,41.84789780510692,-87.74566110325054
Station_182,Chicago_182,Chicago,DC Fast Charger,NY,41.86726971224871,-87.60743652514854
Station_13,Chicago_13,Chicago,Level 1,NY,42.00730947387829,-87.75111184446662
Station_339,Houston_339,Houston,Level 1,TX,29.985889550618783,-95.27853003628111
Station_285,New York_285,New York,DC Fast Charger,NY,40.62825650803859,-73.98937887351359
Station_259,San Francisco_259,San Francisco,Level 1,CA,37.71242022527245,-122.37613970656707
Station_90,Los Angeles_90,Los Angeles,Level 1,CA,34.02685274889769,-118.23511285505538
Station_104,Chicago_104,Chicago,DC Fast Charger,NY,41.78080948809369,-87.63998746934966
Station_379,San Francisco_379,San Francisco,DC Fast Charger,CA,37.76054588018012,-122.49239057417017
Station_186,Chicago_186,Chicago,DC Fast Charger,NY,41.7415749266753,-87.75614152479012
Station_250,Chicago_250,Chicago,Level 1,NY,41.82016293462267,-87.72044582518846
Station_255,Los Angeles_255,Los Angeles,Level 2,CA,33.919938645446926,-118.36507821018468
Station_76,Houston_76,Houston,DC Fast Charger,TX,29.9735361589382,-95.28215571442455
Station_386,New York_386,New York,DC Fast Charger,NY,40.51834209734028,-74.21424149096609
Station_459,Houston_459,Houston,Level 1,TX,29.907027606904048,-95.57268242089751
Station_108,San Francisco_108,San Francisco,Level 2,CA,37.7868480386003,-122.41494974617432
Station_156,Houston_156,Houston,Level 2,TX,30.043805618298208,-95.10137627035157
Station_82,San Francisco_82,San Francisco,Level 1,CA,37.74000344432727,-122.42676167766616
Station_77,San Francisco_77,San Francisco,DC Fast Charger,CA,37.71697140567012,-122.46402867399426
Station_470,Los Angeles_470,Los Angeles,Level 2,CA,34.32900273000028,-118.31377521896594
Station_460,New York_460,New York,DC Fast Charger,NY,40.6585419332642,-73.91892567539057
Station_258,Houston_258,Houston,Level 2,TX,30.062801319739457,-95.55233449006722
Station_127,San Francisco_127,San Francisco,Level 2,CA,37.74520151672676,-122.39333408674183
Station_485,Chicago_485,Chicago,Level 2,NY,41.97340576136406,-87.65855111200221
Station_391,Chicago_391,Chicago,Level 2,NY,41.97987317888673,-87.62971463770562
Station_282,San Francisco_282,San Francisco,DC Fast Charger,CA,37.760070333566034,-122.49141569911518
Station_474,New York_474,New York,DC Fast Charger,NY,40.78472820931936,-73.95942792955684
Station_88,Los Angeles_88,Los Angeles,DC Fast Charger,CA,34.11991613347677,-118.45406275317572
Station_204,New York_204,New York,Level 1,NY,40.56751305683704,-74.14362632988674
Station_16,San Francisco_16,San Francisco,DC Fast Charger,CA,37.745424125265004,-122.43167349899628
Station_151,San Francisco_151,San Francisco,Level 2,CA,37.72718516558407,-122.49798954349167
Station_424,Los Angeles_424,Los Angeles,Level 2,CA,34.186822519345256,-118.37970440484726
Station_254,Houston_254,Houston,DC Fast Charger,TX,29.546299050580526,-95.12445728905129
Station_188,Houston_188,Houston,DC Fast Charger,TX,29.560684458200736,-95.18330022370952
Station_329,Los Angeles_329,Los Angeles,Level 1,CA,33.790855058129694,-118.1874066182302
Station_32,Houston_32,Houston,DC Fast Charger,TX,29.894041781792893,-95.62060410471395
Station_271,Chicago_271,Chicago,Level 1,NY,41.982399128920164,-87.56885349049313
Station_485,Houston_485,Houston,DC Fast Charger,TX,29.522648495414536,-95.53058850242857
Station_397,Houston_397,Houston,Level 1,TX,29.959784562668347,-95.69516076685639
Station_5,Houston_5,Houston,DC Fast Charger,TX,29.726031922493515,-95.67020223032924
Station_459,Chicago_459,Chicago,DC Fast Charger,NY,41.85425473940339,-87.75078392474671
Station_330,Houston_330,Houston,DC Fast Charger,TX,30.080361848380022,-95.15632988478355
Station_308,Chicago_308,Chicago,Level 1,NY,41.98085147324254,-87.61613891823298
Station_333,Los Angeles_333,Los Angeles,Level 2,CA,34.22587841776555,-118.58557502547053
Station_169,New York_169,New York,Level 1,NY,40.67213880789857,-73.99445544585836
Station_181,Los Angeles_181,Los Angeles,DC Fast Charger,CA,33.98448771333993,-118.46046210813677
Station_366,New York_366,New York,Level 2,NY,40.78083605654107,-74.1298571811463
Station_178,Los Angeles_178,Los Angeles,Level 1,CA,34.186548736762035,-118.44104673885299
Station_143,New York_143,New York,Level 1,NY,40.719624794370255,-74.08741394102795
Station_362,New York_362,New York,Level 2,NY,40.85465427103939,-74.0017167525434
Station_248,San Francisco_248,San Francisco,DC Fast Charger,CA,37.79703486453089,-122.44495750319484
Station_127,New York_127,New York,Level 2,NY,40.84909875887205,-74.05297383464723
Station_263,New York_263,New York,DC Fast Charger,NY,40.68852239072963,-74.10375467770477
Station_40,San Francisco_40,San Francisco,Level 2,CA,37.745824692102886,-122.43560643384616
Station_412,Houston_412,Houston,Level 1,TX,30.07976089192357,-95.146487008335
Station_416,Houston_416,Houston,Level 1,TX,29.98075553449093,-95.68928117231725
Station_355,San Francisco_355,San Francisco,Level 1,CA,37.71266466447728,-122.36627398924567
Station_255,Chicago_255,Chicago,DC Fast Charger,NY,41.74250131675149,-87.67070480479413
Station_143,New York_143,New York,DC Fast Charger,NY,40.719624794370255,-74.08741394102795
Station_240,New York_240,New York,Level 2,NY,40.86587028637246,-73.94282096019958
Station_341,San Francisco_341,San Francisco,DC Fast Charger,CA,37.71231076780981,-122.38465723572264
Station_198,Chicago_198,Chicago,Level 2,NY,41.988978079714755,-87.82027353409508
